Date,Raw_Material_Usage_(kg),Production_Volume,Production_Efficiency_(%),Recycling_Efforts_(%),Packaging_Material_Usage_(kg),Energy_Consumption_(kWh),Transportation_Waste_(kg),End_of_Life_Waste_(kg),Sell_In_Quantity,Sell_Out_Quantity,Inflation_Rate,Disposable_Income,Sell_Out_to_Sell_In_Ratio,Profit
4/7/1964,888,4967,90.40617873,17.28253772,87,41226,62,897,317.2914775,176.2730431,0.038895029,74673,0.56,178.5714286
4/8/1964,463,4576,90.23644511,26.33296455,153,30619,80,869,493.5645206,238.3883059,0.038895029,74673,0.48,208.3333333
4/9/1964,532,3024,71.52409063,12.05872824,76,27098,57,461,384.443113,196.4185337,0.038895029,74673,0.51,196.0784314
4/10/1964,303,2029,80.66850566,16.31072464,61,11940,79,175,347.5097135,313.9338958,0.038895029,74673,0.9,111.1111111
4/11/1964,745,1870,90.98973664,41.75291015,130,20953,76,907,448.2371667,70.50921723,0.038895029,74673,0.16,625
4/12/1964,211,1363,78.76257489,20.82262879,165,21955,92,813,288.7520325,132.62448,0.038895029,74673,0.46,217.3913043
4/13/1964,557,1352,75.40221804,32.20132667,188,25972,28,402,256.8550056,228.3155606,0.038895029,74673,0.89,112.3595506
4/14/1964,789,2315,83.75156228,10.01830805,116,24003,54,504,204.8124881,82.26075343,0.038895029,74673,0.4,250
4/15/1964,298,1574,84.19886212,10.96605003,135,40988,41,110,317.2914775,191.382161,0.038895029,74673,0.6,166.6666667
4/16/1964,423,4018,91.69941539,43.46194648,84,27286,44,579,444.8795849,340.7945499,0.038895029,74673,0.77,129.8701299
4/17/1964,120,1996,87.39449731,39.15948915,56,42861,54,408,303.8611504,253.4974238,0.038895029,74673,0.83,120.4819277
4/18/1964,109,3446,92.27841956,45.99017913,137,49584,30,321,429.7704669,223.2791879,0.038895029,74673,0.52,192.3076923
4/19/1964,654,1413,88.00196842,26.87274588,161,13720,87,957,376.0491586,132.62448,0.038895029,74673,0.35,285.7142857
4/20/1964,205,3238,87.05929997,33.90900094,197,48027,89,150,325.685432,241.7458876,0.038895029,74673,0.74,135.1351351
4/21/1964,941,2163,78.06136067,16.58215291,145,41958,10,457,318.9702684,211.5276517,0.038895029,74673,0.66,151.5151515
4/22/1964,391,3394,90.16180066,17.68313951,92,48165,46,385,324.0066411,58.75768102,0.038895029,74673,0.18,555.5555556
4/23/1964,403,1433,74.8861883,21.75556055,132,28746,31,816,297.1459869,186.3457884,0.038895029,74673,0.63,158.7301587
4/24/1964,721,2848,92.39222305,22.88710184,80,18400,20,161,478.4554026,159.4851342,0.038895029,74673,0.33,303.030303
4/25/1964,270,2734,89.81428076,44.07851347,103,44262,90,706,282.0368689,250.1398421,0.038895029,74673,0.89,112.3595506
4/26/1964,324,3265,71.8443317,24.38093926,84,30719,88,763,221.600397,184.6669975,0.038895029,74673,0.83,120.4819277
4/27/1964,409,4855,80.60467966,14.98828731,118,10716,69,364,439.8432122,412.9825581,0.038895029,74673,0.94,106.3829787
4/28/1964,566,2797,72.71448548,42.82411529,147,32149,19,558,486.8493571,407.9461854,0.038895029,74673,0.84,119.047619
4/29/1964,156,3281,80.32965023,10.55131377,92,29699,55,626,448.2371667,295.467196,0.038895029,74673,0.66,151.5151515
4/30/1964,515,2380,83.50493543,15.25812335,56,48627,52,926,290.4308233,219.9216061,0.038895029,74673,0.76,131.5789474
5/1/1964,220,3745,71.93556135,26.86136953,144,28721,75,932,278.8245618,268.4977262,0.022973717,76161,0.96,104.1666667
5/2/1964,245,4469,94.54798946,44.57795648,105,32211,79,749,283.9879796,251.2863335,0.022973717,76161,0.88,113.6363636
5/3/1964,109,3999,93.22187867,35.85095048,63,32033,10,989,263.3343084,192.7675983,0.022973717,76161,0.73,136.9863014
5/4/1964,226,3987,78.86649296,23.49200991,177,41470,76,285,375.208361,344.2278541,0.022973717,76161,0.92,108.6956522
5/5/1964,764,4659,73.68852554,17.17303773,88,10931,62,253,364.8815253,337.343297,0.022973717,76161,0.92,108.6956522
5/6/1964,986,1473,79.34131753,19.7386784,173,34554,35,875,500.8515277,89.49924206,0.022973717,76161,0.18,555.5555556
5/7/1964,518,1964,91.74806792,43.65064355,57,47801,34,458,490.5246921,376.9295002,0.022973717,76161,0.77,129.8701299
5/8/1964,969,3847,75.10394607,36.97662842,78,37085,83,663,435.4482354,395.8620322,0.022973717,76161,0.91,109.8901099
5/9/1964,158,3142,80.83249162,32.2536863,53,13942,82,624,507.7360848,406.1888678,0.022973717,76161,0.8,125
5/10/1964,219,1403,81.23418036,24.57249067,124,44423,64,112,549.0434273,299.4782331,0.022973717,76161,0.55,181.8181818
5/11/1964,947,4900,93.26206394,27.79913127,96,31997,61,414,466.4287423,378.6506395,0.022973717,76161,0.81,123.4567901
5/12/1964,900,1592,79.5587695,14.27725159,161,21178,29,629,385.5351966,373.4872217,0.022973717,76161,0.97,103.0927835
5/13/1964,589,4654,81.22181504,29.9586483,153,14410,14,652,321.8530436,74.00898863,0.022973717,76161,0.23,434.7826087
5/14/1964,541,2861,71.90525499,38.45278335,132,38629,88,426,550.7645666,297.7570938,0.022973717,76161,0.54,185.1851852
5/15/1964,412,4569,77.05887191,39.62153967,186,29327,100,482,468.1498816,290.8725367,0.022973717,76161,0.62,161.2903226
5/16/1964,751,1434,91.04004171,46.24350252,128,27624,22,764,383.8140573,308.0839294,0.022973717,76161,0.8,125
5/17/1964,854,1190,89.13941297,22.02291228,167,41468,40,895,354.5546897,318.410765,0.022973717,76161,0.9,111.1111111
5/18/1964,367,1035,84.79786152,43.29378552,184,46452,80,262,249.5651942,161.7870914,0.022973717,76161,0.65,153.8461538
5/19/1964,598,1193,72.08255564,42.31527455,115,17652,78,998,309.8050687,283.9879796,0.022973717,76161,0.92,108.6956522
5/20/1964,482,2520,90.11517067,44.19805751,200,40856,71,321,616.1678588,373.4872217,0.022973717,76161,0.61,163.9344262
5/21/1964,428,4823,70.91829268,23.60411429,162,27985,16,168,598.9564661,263.3343084,0.022973717,76161,0.44,227.2727273
5/22/1964,176,3844,78.0956999,34.69611718,147,40808,30,921,590.3507698,318.410765,0.022973717,76161,0.54,185.1851852
5/23/1964,217,2389,86.23503792,38.81554753,159,39209,89,454,478.4767172,160.0659522,0.022973717,76161,0.33,303.030303
5/24/1964,439,2085,85.74532351,15.18553812,154,26290,57,356,444.0539318,86.05696352,0.022973717,76161,0.19,526.3157895
5/25/1964,106,2117,90.60514365,36.16715213,185,23102,37,113,345.9489934,278.8245618,0.022973717,76161,0.81,123.4567901
5/26/1964,515,4331,83.74412713,36.77594808,62,39399,33,496,504.2938062,480.1978565,0.022973717,76161,0.95,105.2631579
5/27/1964,986,3266,72.1126975,23.68666093,53,12624,70,221,604.1198839,230.6326622,0.022973717,76161,0.38,263.1578947
5/28/1964,946,3064,81.19937133,25.5992271,90,45643,34,734,507.7360848,413.0734249,0.022973717,76161,0.81,123.4567901
5/29/1964,997,3181,92.69012556,36.16742746,142,27360,17,504,557.6491236,416.5157035,0.022973717,76161,0.75,133.3333333
5/30/1964,955,4300,70.2895064,28.36507484,158,17728,15,366,294.3148153,158.3448129,0.022973717,76161,0.54,185.1851852
5/31/1964,587,1880,94.19862287,32.80367552,54,18305,66,947,433.7270962,194.4887376,0.022973717,76161,0.45,222.2222222
6/1/1964,895,4860,80.54941274,46.4821557,96,23620,22,244,412.533598,363.7223708,0.025073083,61505,0.88,113.6363636
6/2/1964,368,1208,71.96829565,12.33445743,172,29488,76,539,335.3803678,50.38578296,0.025073083,61505,0.15,666.6666667
6/3/1964,196,4357,81.38984406,46.73644227,121,14385,100,885,522.7524982,470.7921595,0.025073083,61505,0.9,111.1111111
6/4/1964,989,1840,75.70024565,25.86461285,66,19580,82,571,546.370834,280.2709177,0.025073083,61505,0.51,196.0784314
6/5/1964,765,4547,93.88762623,22.18839415,51,41910,94,211,521.1779425,275.5472506,0.025073083,61505,0.53,188.6792453
6/6/1964,108,2311,77.60490551,42.09407497,56,15647,87,384,455.0466024,89.7496759,0.025073083,61505,0.2,500
6/7/1964,537,3739,71.37732802,48.05089165,108,36363,95,662,467.6430481,187.3721304,0.025073083,61505,0.4,250
6/8/1964,501,1284,79.86389677,31.62737625,102,34414,48,836,275.5472506,166.9029061,0.025073083,61505,0.61,163.9344262
6/9/1964,819,1408,76.11984104,27.78855049,199,30501,63,467,439.3010452,398.3625965,0.025073083,61505,0.91,109.8901099
6/10/1964,535,2311,71.86247926,31.52803402,144,23280,59,542,500.7087182,151.1573489,0.025073083,61505,0.3,333.3333333
6/11/1964,718,1056,88.84483723,19.04742104,149,36075,69,358,355.8495922,266.0999163,0.025073083,61505,0.75,133.3333333
6/12/1964,600,2765,74.29071483,34.10232811,53,38796,46,206,540.0726111,352.7004807,0.025073083,61505,0.65,153.8461538
6/13/1964,425,2147,78.30091239,34.8429285,182,34799,28,431,344.8277021,225.1614676,0.025073083,61505,0.65,153.8461538
6/14/1964,935,2310,85.29635639,47.07709887,77,10777,100,186,423.555488,324.3584778,0.025073083,61505,0.77,129.8701299
6/15/1964,882,1482,87.06188757,45.09382399,156,32661,18,450,321.2093664,261.3762491,0.025073083,61505,0.81,123.4567901
6/16/1964,768,2734,88.85996177,45.61528291,116,24462,34,689,222.0123562,212.5650219,0.025073083,61505,0.96,104.1666667
6/17/1964,137,3475,87.49678918,31.57048279,146,46609,11,920,470.7921595,453.4720467,0.025073083,61505,0.96,104.1666667
6/18/1964,623,2615,85.80888882,48.46625499,138,26189,42,365,478.6649381,113.3680117,0.025073083,61505,0.24,416.6666667
6/19/1964,372,1876,87.84827387,23.57560603,106,18688,41,128,262.9508048,239.3324691,0.025073083,61505,0.91,109.8901099
6/20/1964,656,3132,78.99849365,46.18391521,188,37029,29,263,604.6293955,444.0247123,0.025073083,61505,0.73,136.9863014
6/21/1964,175,4400,73.34752801,34.18744335,120,28062,57,582,481.8140496,469.2176038,0.025073083,61505,0.97,103.0927835
6/22/1964,666,3565,86.62161339,31.88682145,152,20252,89,244,425.1300437,344.8277021,0.025073083,61505,0.81,123.4567901
6/23/1964,918,2073,90.96917902,44.08001817,179,43788,78,797,484.963161,187.3721304,0.025073083,61505,0.39,256.4102564
6/24/1964,659,3722,90.8429528,20.0075438,92,10388,42,912,481.8140496,162.1792389,0.025073083,61505,0.34,294.1176471
6/25/1964,573,1877,78.51894395,27.4775996,100,27289,14,725,472.3667153,152.7319046,0.025073083,61505,0.32,312.5
6/26/1964,932,1951,88.58015027,49.9238612,161,16649,66,243,371.5951493,266.0999163,0.025073083,61505,0.72,138.8888889
6/27/1964,809,3938,81.62801949,29.95259026,103,44863,98,535,439.3010452,415.6827094,0.025073083,61505,0.95,105.2631579
6/28/1964,133,1660,71.41595249,32.60262103,161,45843,11,845,377.8933722,64.55678442,0.025073083,61505,0.17,588.2352941
6/29/1964,571,1955,81.42222513,42.23801102,84,11666,55,915,357.4241479,310.1874764,0.025073083,61505,0.87,114.9425287
6/30/1964,549,4581,90.02704825,40.84910439,71,49901,43,332,448.7483795,341.6785907,0.025073083,61505,0.76,131.5789474
7/1/1964,531,2206,91.73527642,46.00469161,181,42941,70,934,545.6075829,341.6584225,0.022248339,78282,0.63,158.7301587
7/2/1964,870,2598,71.38374075,45.06030637,171,23603,92,366,430.5593386,226.6101782,0.022248339,78282,0.53,188.6792453
7/3/1964,852,4744,90.92288237,37.07636681,137,24737,75,988,655.4263616,339.9152673,0.022248339,78282,0.52,192.3076923
7/4/1964,540,1427,81.08827969,31.0781707,174,17812,30,452,411.3846312,341.6584225,0.022248339,78282,0.83,120.4819277
7/5/1964,712,2837,92.59864784,20.97444476,112,46051,37,145,421.8435625,414.8709416,0.022248339,78282,0.98,102.0408163
7/6/1964,213,2018,70.57807051,45.90089309,142,45109,76,226,336.4289569,233.5827991,0.022248339,78282,0.69,144.9275362
7/7/1964,464,3509,78.04345779,47.87730098,85,18102,62,864,582.2138425,67.98305346,0.022248339,78282,0.12,833.3333333
7/8/1964,310,3174,83.51837608,39.23524974,184,11093,33,689,716.4367942,353.860509,0.022248339,78282,0.49,204.0816327
7/9/1964,601,4981,94.60692806,31.51885343,156,29120,87,364,753.0430537,71.4693639,0.022248339,78282,0.09,1111.111111
7/10/1964,168,4755,89.82258547,43.33286872,50,28250,70,732,624.0495677,209.178626,0.022248339,78282,0.34,294.1176471
7/11/1964,863,3264,74.42210825,40.88605459,111,43096,68,291,470.6519086,345.144733,0.022248339,78282,0.73,136.9863014
7/12/1964,559,4896,72.04958282,36.2127028,167,49417,68,321,414.8709416,289.363766,0.022248339,78282,0.7,142.8571429
7/13/1964,819,4232,90.61858651,37.1676877,93,12784,59,369,669.3716033,479.3676847,0.022248339,78282,0.72,138.8888889
7/14/1964,937,4901,92.65156514,24.05836963,135,27444,31,373,686.8031555,141.1955726,0.022248339,78282,0.21,476.1904762
7/15/1964,548,4282,86.14649061,20.66151187,69,12739,50,309,700.7483972,130.7366413,0.022248339,78282,0.19,526.3157895
7/16/1964,627,4701,74.12074319,45.44338897,173,31672,25,493,570.011756,156.8839695,0.022248339,78282,0.28,357.1428571
7/17/1964,377,3829,70.32950986,35.20311802,57,31918,65,532,634.508499,74.95567433,0.022248339,78282,0.12,833.3333333
7/18/1964,382,2135,84.43074525,15.05933063,70,35222,29,315,770.4746059,214.4080917,0.022248339,78282,0.28,357.1428571
7/19/1964,146,4704,87.96854593,18.62213798,174,42336,15,179,571.7549112,221.3807126,0.022248339,78282,0.39,256.4102564
7/20/1964,944,4206,89.07690647,17.59543516,180,45357,40,303,660.6558272,282.3911452,0.022248339,78282,0.43,232.5581395
7/21/1964,328,1212,86.61910595,36.68153103,105,46946,80,940,441.0182699,360.8331299,0.022248339,78282,0.82,121.9512195
7/22/1964,427,3928,88.64387454,31.71342128,183,45574,99,925,690.2894659,322.4837151,0.022248339,78282,0.47,212.7659574
7/23/1964,992,3502,79.35892002,18.45878647,166,21879,65,898,697.2620868,360.8331299,0.022248339,78282,0.52,192.3076923
7/24/1964,287,3849,79.71491181,44.11049715,144,42184,39,556,773.9609163,421.8435625,0.022248339,78282,0.55,181.8181818
7/25/1964,733,4518,70.09065705,46.94232969,174,10594,92,542,472.3950638,97.61669215,0.022248339,78282,0.21,476.1904762
7/26/1964,904,4489,88.76326382,43.33998923,108,48333,20,464,313.7679391,169.086056,0.022248339,78282,0.54,185.1851852
7/27/1964,327,1754,80.4251181,49.0828284,68,20617,71,747,421.8435625,350.3741986,0.022248339,78282,0.83,120.4819277
7/28/1964,730,2572,91.4753924,34.81648734,114,12521,27,210,514.230789,397.4393895,0.022248339,78282,0.77,129.8701299
7/29/1964,849,3336,86.88258511,16.43851665,178,28286,34,938,366.0625956,146.4250382,0.022248339,78282,0.4,250
7/30/1964,198,4437,85.3620731,10.3018176,96,43104,72,369,613.5906364,418.3572521,0.022248339,78282,0.68,147.0588235
7/31/1964,185,3912,79.80230581,49.71361239,131,40135,42,554,603.1317051,151.6545039,0.022248339,78282,0.25,400
8/1/1964,309,1382,77.66373908,20.99055073,160,15567,26,443,596.9640081,388.6826097,0.049131172,72475,0.65,153.8461538
8/2/1964,561,4081,86.89523096,36.78930623,87,17330,81,704,246.0016517,124.6408369,0.049131172,72475,0.51,196.0784314
8/3/1964,615,1650,90.58023723,22.66846332,78,17238,58,970,291.92196,96.76064967,0.049131172,72475,0.33,303.030303
8/4/1964,302,4581,89.25995054,16.22204442,51,30168,27,755,615.0041293,183.6812333,0.049131172,72475,0.3,333.3333333
8/5/1964,746,1935,92.60761501,47.83615082,120,41190,58,694,369.0024776,362.4424335,0.049131172,72475,0.98,102.0408163
8/6/1964,641,3011,82.1862408,39.67934703,187,10717,95,281,478.8832153,362.4424335,0.049131172,72475,0.76,131.5789474
8/7/1964,721,4568,92.69290375,48.05705337,92,37732,79,134,426.402863,382.1225657,0.049131172,72475,0.9,111.1111111
8/8/1964,513,3772,77.71488326,30.98309687,166,16345,98,307,585.4839311,285.361916,0.049131172,72475,0.49,204.0816327
8/9/1964,232,2147,83.7236216,19.30889649,175,36155,98,991,365.7224555,246.0016517,0.049131172,72475,0.67,149.2537313
8/10/1964,595,1060,84.7194297,29.27019028,192,38783,30,250,511.6834356,190.2412773,0.049131172,72475,0.37,270.2702703
8/11/1964,843,1276,76.72169289,26.5211071,175,46674,90,918,455.9230612,285.361916,0.049131172,72475,0.63,158.7301587
8/12/1964,223,1502,71.70722589,36.53240332,67,35768,46,595,557.6037439,282.081894,0.049131172,72475,0.51,196.0784314
8/13/1964,935,2073,74.11960106,14.55256994,77,27061,37,115,405.0827198,139.400936,0.049131172,72475,0.34,294.1176471
8/14/1964,864,4799,84.84763068,24.29974538,107,47428,93,130,513.3234466,414.9227859,0.049131172,72475,0.81,123.4567901
8/15/1964,808,3768,75.3703004,10.75596137,193,28064,12,714,501.8433695,149.241002,0.049131172,72475,0.3,333.3333333
8/16/1964,193,3806,93.35260935,19.41629976,59,32240,70,987,291.92196,218.1214645,0.049131172,72475,0.75,133.3333333
8/17/1964,705,2266,81.20568187,24.12828902,116,21121,16,580,288.641938,242.7216297,0.049131172,72475,0.84,119.047619
8/18/1964,122,4144,84.19474111,31.31505646,154,22523,41,734,601.8840412,300.1220151,0.049131172,72475,0.5,200
8/19/1964,366,2402,87.70531476,49.44746982,162,24373,55,880,606.8040742,227.9615306,0.049131172,72475,0.38,263.1578947
8/20/1964,880,2471,70.2393499,35.30150532,83,30489,41,400,359.1624115,129.5608699,0.049131172,72475,0.36,277.7777778
8/21/1964,546,3598,85.62614392,46.3888699,104,39463,68,456,572.363843,364.0824445,0.049131172,72475,0.64,156.25
8/22/1964,104,1499,92.93614109,38.62573025,114,39848,49,270,569.083821,436.242929,0.049131172,72475,0.77,129.8701299
8/23/1964,917,4536,71.2143774,31.63700892,97,13611,84,982,534.6435897,295.2019821,0.049131172,72475,0.55,181.8181818
8/24/1964,456,4210,81.87883774,30.38689505,119,34460,57,945,223.0414975,195.1613104,0.049131172,72475,0.87,114.9425287
8/25/1964,164,3181,86.24258025,16.95874167,110,33219,56,204,383.7625767,319.8021472,0.049131172,72475,0.83,120.4819277
8/26/1964,510,4485,73.18842052,18.08956021,164,13667,18,620,611.7241073,359.1624115,0.049131172,72475,0.59,169.4915254
8/27/1964,642,4226,94.12788515,15.56463603,53,26950,74,640,470.6831603,354.2423785,0.049131172,72475,0.75,133.3333333
8/28/1964,330,4451,78.03084356,43.62613686,176,38910,71,279,344.4023124,290.281949,0.049131172,72475,0.84,119.047619
8/29/1964,510,4579,75.57477983,11.11411795,174,13915,75,304,601.8840412,242.7216297,0.049131172,72475,0.4,250
8/30/1964,369,3253,83.9018824,15.6117284,52,36775,21,765,523.1635126,464.1231162,0.049131172,72475,0.89,112.3595506
8/31/1964,600,2578,70.18021087,44.00972169,194,26016,69,273,378.8425436,305.0420481,0.049131172,72475,0.81,123.4567901
9/1/1964,764,2579,93.97591154,37.48687499,189,14883,56,798,193.2938797,186.1348471,0.026260173,47042,0.96,104.1666667
9/2/1964,364,3381,86.887889,15.93922161,89,10730,30,705,416.6556963,44.38600201,0.026260173,47042,0.11,909.0909091
9/3/1964,342,1842,91.42132692,30.94934335,102,23893,74,562,343.633564,284.9294968,0.026260173,47042,0.83,120.4819277
9/4/1964,895,1139,77.33483733,41.26082394,141,25252,52,236,336.4745314,115.9763278,0.026260173,47042,0.34,294.1176471
9/5/1964,198,3956,71.1837674,46.01728874,130,16170,13,202,260.588786,128.8625865,0.026260173,47042,0.49,204.0816327
9/6/1964,569,4505,90.15920566,46.28704339,177,31612,100,904,306.4065945,286.3613033,0.026260173,47042,0.93,107.5268817
9/7/1964,705,2401,84.54431759,30.20682987,123,42574,36,409,409.4966637,267.7478186,0.026260173,47042,0.65,153.8461538
9/8/1964,130,3077,80.91131787,23.8009787,170,27509,58,705,325.0200792,60.13587369,0.026260173,47042,0.19,526.3157895
9/9/1964,394,2565,93.67807542,16.29019598,125,23836,89,663,219.066397,153.2032973,0.026260173,47042,0.7,142.8571429
9/10/1964,705,1911,78.07333308,15.9111617,178,12479,25,646,366.5424682,279.2022707,0.026260173,47042,0.76,131.5789474
9/11/1964,294,1007,90.93806179,12.73882217,88,33237,43,881,309.2702076,230.5208492,0.026260173,47042,0.75,133.3333333
9/12/1964,553,1288,92.31824702,19.68709557,104,49518,30,268,426.6783419,294.9521424,0.026260173,47042,0.69,144.9275362
9/13/1964,724,1185,90.8597648,37.29687132,142,41389,72,978,347.9289835,346.497177,0.026260173,47042,1,100
9/14/1964,335,1302,80.60470911,17.14098545,196,48818,97,671,426.6783419,164.6577494,0.026260173,47042,0.39,256.4102564
9/15/1964,915,1368,84.0366107,14.38604368,144,40335,16,1000,201.8847188,48.68142156,0.026260173,47042,0.24,416.6666667
9/16/1964,895,3025,71.16864162,26.60660316,181,21587,66,616,213.339171,171.816782,0.026260173,47042,0.81,123.4567901
9/17/1964,984,4995,91.08589313,39.40673815,115,49980,72,450,277.7704642,274.9068512,0.026260173,47042,0.99,101.010101
9/18/1964,695,2940,74.46546963,13.37592942,92,29222,31,670,233.3844622,64.43129324,0.026260173,47042,0.28,357.1428571
9/19/1964,131,1867,74.91235181,36.82006298,144,42752,35,644,350.7925965,320.7246597,0.026260173,47042,0.91,109.8901099
9/20/1964,971,4592,88.4722383,35.08687988,161,38810,98,777,184.7030406,134.5898125,0.026260173,47042,0.73,136.9863014
9/21/1964,705,1438,74.96241282,31.44267724,100,45273,14,183,356.5198226,287.7931098,0.026260173,47042,0.81,123.4567901
9/22/1964,460,1205,70.88406513,48.12861919,113,18529,56,278,412.3602767,146.0442647,0.026260173,47042,0.35,285.7142857
9/23/1964,283,3186,79.38009151,38.31931654,62,35580,10,721,396.6104051,201.8847188,0.026260173,47042,0.51,196.0784314
9/24/1964,603,4823,90.35505529,29.73244616,182,26593,76,492,267.7478186,51.54503459,0.026260173,47042,0.19,526.3157895
9/25/1964,678,4816,78.58956155,48.50311469,91,29616,78,529,194.7256862,150.3396842,0.026260173,47042,0.77,129.8701299
9/26/1964,707,3215,78.30062134,24.64842001,77,45718,14,375,302.111175,262.0205925,0.026260173,47042,0.87,114.9425287
9/27/1964,409,1428,85.04118198,23.7896681,98,10164,81,300,210.4755579,193.2938797,0.026260173,47042,0.92,108.6956522
9/28/1964,596,3409,90.50886171,42.27027849,66,24644,87,129,312.1338206,264.8842055,0.026260173,47042,0.85,117.6470588
9/29/1964,427,1638,82.62326144,35.90091425,158,14629,65,596,327.8836923,224.7936231,0.026260173,47042,0.69,144.9275362
9/30/1964,241,2932,74.04421654,16.71507953,150,33205,24,246,419.5193093,280.6340772,0.026260173,47042,0.67,149.2537313
10/1/1964,405,2407,89.06324076,26.88484873,65,46201,76,521,193.4321128,102.0155663,0.024139149,35765,0.53,188.6792453
10/2/1964,171,4742,87.5424174,35.23730001,88,44816,90,411,348.4427785,272.9247619,0.024139149,35765,0.78,128.2051282
10/3/1964,778,3058,89.39013396,29.65147721,78,38679,37,131,335.1940037,84.79215904,0.024139149,35765,0.25,400
10/4/1964,814,4199,75.52210151,18.63441494,162,42696,53,115,361.6915534,261.0008645,0.024139149,35765,0.72,138.8888889
10/5/1964,649,4763,75.91095981,34.08996037,145,15201,83,768,217.2799075,162.9599306,0.024139149,35765,0.75,133.3333333
10/6/1964,234,4916,73.41658491,49.4059649,91,35485,19,681,253.0515996,246.4272122,0.024139149,35765,0.97,103.0927835
10/7/1964,967,1688,70.66847037,17.0296746,187,22084,42,754,325.9198613,58.29460934,0.024139149,35765,0.18,555.5555556
10/8/1964,691,1590,88.26047739,42.52119096,182,49934,68,832,288.8232917,160.3101757,0.024139149,35765,0.56,178.5714286
10/9/1964,288,4005,84.56752716,41.66088564,128,40861,95,847,382.8895932,237.1530698,0.024139149,35765,0.62,161.2903226
10/10/1964,101,4283,84.17707418,12.11289176,85,22086,10,686,299.4223116,92.74142395,0.024139149,35765,0.31,322.5806452
10/11/1964,713,2976,86.57932294,30.24057527,189,30807,20,217,239.8028248,148.3862783,0.024139149,35765,0.62,161.2903226
10/12/1964,158,4060,93.86322126,23.81935492,177,22437,69,308,374.9403282,332.5442487,0.024139149,35765,0.89,112.3595506
10/13/1964,701,4196,72.60536933,42.61376239,85,40460,51,171,156.3355432,70.2185067,0.024139149,35765,0.45,222.2222222
10/14/1964,121,4556,88.13487433,39.86154401,187,19257,70,898,264.975497,60.94436431,0.024139149,35765,0.23,434.7826087
10/15/1964,786,1581,88.07370249,44.03179673,134,37830,99,764,335.1940037,246.4272122,0.024139149,35765,0.74,135.1351351
10/16/1964,314,3413,83.26818951,18.58221376,63,34694,78,532,282.1989043,87.44191401,0.024139149,35765,0.31,322.5806452
10/17/1964,710,2396,82.19668097,49.55923267,193,41985,21,562,325.9198613,132.4877485,0.024139149,35765,0.41,243.902439
10/18/1964,325,3387,70.34894014,40.85932084,161,34489,15,533,348.4427785,283.5237818,0.024139149,35765,0.81,123.4567901
10/19/1964,195,3683,86.01782705,40.18985492,73,19087,78,342,258.3511096,188.1326029,0.024139149,35765,0.73,136.9863014
10/20/1964,215,1625,75.62649958,35.24569552,164,26815,75,933,343.1432686,335.1940037,0.024139149,35765,0.98,102.0408163
10/21/1964,960,3781,79.55852529,29.50981047,66,22337,40,694,397.4632455,209.3306426,0.024139149,35765,0.53,188.6792453
10/22/1964,607,2225,73.96910233,29.04025361,90,21345,32,613,188.1326029,87.44191401,0.024139149,35765,0.46,217.3913043
10/23/1964,938,3281,86.59987591,27.40604508,102,44084,94,325,313.9959639,238.4779473,0.024139149,35765,0.76,131.5789474
10/24/1964,486,3189,89.00041985,28.7444038,94,39214,94,841,173.5589505,43.720957,0.024139149,35765,0.25,400
10/25/1964,874,3091,92.87934791,46.05663382,161,47085,45,633,306.046699,229.2038049,0.024139149,35765,0.75,133.3333333
10/26/1964,642,2697,71.87242247,25.65035005,182,15331,55,433,267.625252,235.8281923,0.024139149,35765,0.88,113.6363636
10/27/1964,702,4918,73.37369279,45.31163842,199,23188,60,234,217.2799075,127.1882386,0.024139149,35765,0.59,169.4915254
10/28/1964,322,1091,75.96024682,25.81667235,116,44479,84,379,226.5540499,107.3150763,0.024139149,35765,0.47,212.7659574
10/29/1964,222,2465,92.60250195,45.89230365,111,35377,42,810,381.5647157,209.3306426,0.024139149,35765,0.55,181.8181818
10/30/1964,169,3561,79.96825587,32.4661724,178,29385,92,539,316.6457189,87.44191401,0.024139149,35765,0.28,357.1428571
10/31/1964,489,3206,79.82583726,14.04573265,198,16691,74,983,337.8437587,113.9394637,0.024139149,35765,0.34,294.1176471
11/1/1964,365,2767,89.70290868,34.34380533,161,36221,23,738,375.2228775,320.0430426,0.041449279,64474,0.85,117.6470588
11/2/1964,199,3272,81.4445275,16.90072947,101,44875,71,114,234.9084401,215.9896396,0.041449279,64474,0.92,108.6956522
11/3/1964,571,2739,91.71250603,19.98767978,113,13006,99,360,536.0326821,340.5384098,0.041449279,64474,0.64,156.25
11/4/1964,140,2432,75.53848353,23.09376751,191,21102,81,952,521.8435817,288.5117083,0.041449279,64474,0.55,181.8181818
11/5/1964,589,3899,94.36119391,23.31762266,133,46887,52,686,408.3307784,268.0163411,0.041449279,64474,0.66,151.5151515
11/6/1964,911,1775,82.08401659,21.78381093,184,32494,90,261,443.0152461,271.1694745,0.041449279,64474,0.61,163.9344262
11/7/1964,831,3244,84.611224,15.79912303,101,25129,63,579,403.6010783,137.161304,0.041449279,64474,0.34,294.1176471
11/8/1964,576,3583,93.51641974,28.56536897,75,13649,62,910,389.4119779,282.2054415,0.041449279,64474,0.72,138.8888889
11/9/1964,774,3208,79.88249451,30.51211863,117,47696,48,148,577.0234166,102.4768363,0.041449279,64474,0.18,555.5555556
