Month of the Year,Raw Material,Packaging Material,Energy Consumption,Waste in Transportation,Inflation,Disposable Income,Production,Sold
2.0,281138.0,55436.0,593953.0,49496.0,0.05,3699.0,1979843.0,116075.0
3.0,297745.0,58710.0,629039.0,52420.0,0.04,4751.0,2096796.0,516211.0
4.0,193540.0,38163.0,408888.0,34074.0,0.05,4548.0,1362959.0,59384.0
5.0,188442.0,37158.0,398117.0,33176.0,0.02,3166.0,1327058.0,809585.0
6.0,146945.0,28975.0,310448.0,25871.0,0.03,4307.0,1034825.0,584298.0
7.0,342900.0,67614.0,724437.0,60370.0,0.05,2639.0,2414789.0,129087.0
8.0,233458.0,46034.0,493220.0,41102.0,0.02,4345.0,1644067.0,1132676.0
9.0,152124.0,29996.0,321388.0,26782.0,0.03,4152.0,1071294.0,519144.0
10.0,147229.0,29031.0,311047.0,25921.0,0.03,2047.0,1036822.0,313763.0
11.0,186840.0,36842.0,394732.0,32894.0,0.04,2766.0,1315773.0,287150.0
12.0,361266.0,71236.0,763238.0,63603.0,0.03,2493.0,2544127.0,1103882.0
1.0,314525.0,62019.0,664489.0,55374.0,0.04,3279.0,2214963.0,523685.0
2.0,210908.0,41588.0,445581.0,37132.0,0.01,4874.0,1485270.0,1355032.0
3.0,250205.0,49336.0,528603.0,44050.0,0.02,2565.0,1762009.0,1082259.0
4.0,382666.0,75455.0,808450.0,67371.0,0.04,4846.0,2694833.0,507605.0
5.0,163317.0,32203.0,345035.0,28753.0,0.04,2160.0,1150117.0,301361.0
6.0,218451.0,43075.0,461516.0,38460.0,0.01,4951.0,1538386.0,1346203.0
7.0,411014.0,81045.0,868339.0,72362.0,0.03,2249.0,2894463.0,1444652.0
8.0,358518.0,70694.0,757433.0,63119.0,0.04,2320.0,2524776.0,720228.0
9.0,174223.0,34354.0,368076.0,30673.0,0.03,4862.0,1226920.0,531470.0
10.0,274746.0,54175.0,580448.0,48371.0,0.04,4273.0,1934828.0,300584.0
11.0,266781.0,52605.0,563621.0,46968.0,0.03,3021.0,1878736.0,852829.0
12.0,184917.0,36462.0,390669.0,32556.0,0.04,2012.0,1302231.0,295908.0
1.0,322674.0,63626.0,681705.0,56809.0,0.04,3949.0,2272349.0,670201.0
2.0,170632.0,33646.0,360490.0,30041.0,0.03,4491.0,1201632.0,570170.0
3.0,362732.0,71525.0,766336.0,63861.0,0.05,3396.0,2554452.0,101016.0
4.0,225039.0,44374.0,475436.0,39620.0,0.05,3088.0,1584785.0,45431.0
5.0,246261.0,48559.0,520270.0,43356.0,0.01,4500.0,1734234.0,1734234.0
6.0,390011.0,76904.0,823967.0,68664.0,0.05,4158.0,2746557.0,162933.0
7.0,283504.0,55902.0,598952.0,49913.0,0.03,2402.0,1996507.0,945470.0
8.0,292404.0,57657.0,617755.0,51480.0,0.05,3832.0,2059182.0,125746.0
9.0,174675.0,34443.0,369031.0,30753.0,0.03,3241.0,1230104.0,417394.0
10.0,244411.0,48194.0,516362.0,43030.0,0.02,4920.0,1721205.0,1022659.0
11.0,384965.0,75909.0,813307.0,67776.0,0.03,4139.0,2711023.0,800854.0
12.0,354799.0,69960.0,749575.0,62465.0,0.02,2737.0,2498584.0,1669774.0
1.0,276882.0,54596.0,584961.0,48747.0,0.04,4204.0,1949870.0,546008.0
2.0,181735.0,35835.0,383947.0,31996.0,0.05,2896.0,1279824.0,44807.0
3.0,146651.0,28917.0,309827.0,25819.0,0.05,4809.0,1032757.0,53959.0
4.0,345484.0,68124.0,729896.0,60825.0,0.01,4620.0,2432985.0,1565146.0
5.0,332749.0,65612.0,702991.0,58583.0,0.03,4656.0,2343303.0,1320484.0
6.0,346395.0,68303.0,731821.0,60985.0,0.05,4187.0,2439404.0,152032.0
7.0,235257.0,46389.0,497022.0,41418.0,0.03,3968.0,1656740.0,818885.0
8.0,398555.0,78588.0,842018.0,70168.0,0.02,4182.0,2806728.0,2112386.0
9.0,277251.0,54669.0,585742.0,48812.0,0.05,2498.0,1952474.0,78218.0
10.0,260826.0,51431.0,551042.0,45920.0,0.01,2972.0,1836805.0,1634479.0
11.0,370005.0,72959.0,781702.0,65142.0,0.04,2518.0,2605672.0,354349.0
12.0,279176.0,55049.0,589809.0,49151.0,0.03,3790.0,1966030.0,980533.0
1.0,224800.0,44327.0,474929.0,39577.0,0.02,2590.0,1583097.0,823963.0
2.0,203616.0,40150.0,430174.0,35848.0,0.04,2028.0,1433915.0,212662.0
3.0,203390.0,40105.0,429698.0,35808.0,0.02,2260.0,1432326.0,918851.0
4.0,145848.0,28759.0,308131.0,25678.0,0.04,3783.0,1027102.0,163444.0
5.0,249403.0,49178.0,526909.0,43909.0,0.05,2401.0,1756362.0,78308.0
6.0,326385.0,64358.0,689546.0,57462.0,0.01,4698.0,2298488.0,2298488.0
7.0,297417.0,58646.0,628345.0,52362.0,0.04,4917.0,2094484.0,692624.0
8.0,279641.0,55140.0,590791.0,49233.0,0.03,4945.0,1969302.0,1254934.0
9.0,237678.0,46866.0,502136.0,41845.0,0.01,3957.0,1673786.0,1222457.0
10.0,303793.0,59903.0,641817.0,53485.0,0.02,2020.0,2139389.0,1309439.0
11.0,260345.0,51336.0,550024.0,45835.0,0.04,4682.0,1833412.0,285729.0
12.0,353177.0,69640.0,746148.0,62179.0,0.03,2534.0,2487159.0,1149552.0
1.0,240237.0,47371.0,507544.0,42295.0,0.03,3269.0,1691813.0,845878.0
2.0,393486.0,77589.0,831309.0,69276.0,0.03,2773.0,2771029.0,645167.0
3.0,383102.0,75541.0,809371.0,67448.0,0.03,2846.0,2697902.0,1183830.0
4.0,182827.0,36050.0,386254.0,32188.0,0.02,4107.0,1287515.0,461268.0
5.0,304156.0,59975.0,642584.0,53549.0,0.03,2315.0,2141947.0,891784.0
6.0,316738.0,62455.0,669165.0,55764.0,0.04,4330.0,2230549.0,762476.0
7.0,179841.0,35462.0,379946.0,31662.0,0.04,4226.0,1266486.0,394185.0
8.0,377051.0,74348.0,796587.0,66382.0,0.04,2993.0,2655291.0,604473.0
9.0,144232.0,28440.0,304714.0,25393.0,0.04,3145.0,1015715.0,258179.0
10.0,354978.0,69996.0,749953.0,62496.0,0.01,2292.0,2499843.0,1882342.0
11.0,241462.0,47612.0,510132.0,42511.0,0.03,3306.0,1700439.0,441941.0
12.0,237663.0,46863.0,502106.0,41842.0,0.01,4513.0,1673686.0,1450376.0
1.0,279448.0,55103.0,590384.0,49199.0,0.04,4126.0,1967947.0,384654.0
2.0,390980.0,77095.0,826014.0,68834.0,0.04,3206.0,2753379.0,602378.0
3.0,396322.0,78148.0,837301.0,69775.0,0.05,3326.0,2791002.0,158129.0
4.0,152743.0,30118.0,322696.0,26891.0,0.04,2723.0,1075653.0,285828.0
5.0,253262.0,49939.0,535060.0,44588.0,0.03,3850.0,1783535.0,825174.0
6.0,165388.0,32612.0,349411.0,29118.0,0.05,3171.0,1164703.0,63952.0
7.0,239517.0,47229.0,506022.0,42169.0,0.03,4893.0,1686741.0,938874.0
8.0,408957.0,80639.0,863994.0,72000.0,0.04,4801.0,2879981.0,717681.0
9.0,364993.0,71970.0,771112.0,64259.0,0.05,2715.0,2570373.0,132440.0
10.0,349591.0,68933.0,738572.0,61548.0,0.02,4286.0,2461905.0,1637202.0
11.0,297906.0,58742.0,629380.0,52448.0,0.02,3532.0,2097933.0,1038326.0
12.0,238396.0,47008.0,503653.0,41971.0,0.03,3916.0,1678843.0,739846.0
1.0,298152.0,58791.0,629899.0,52492.0,0.02,2747.0,2099663.0,1192437.0
2.0,361976.0,71375.0,764737.0,63728.0,0.02,4474.0,2549124.0,1639022.0
3.0,237450.0,46821.0,501656.0,41805.0,0.03,2058.0,1672185.0,377211.0
4.0,185529.0,36583.0,391962.0,32664.0,0.04,4844.0,1306541.0,329955.0
5.0,313920.0,61900.0,663210.0,55268.0,0.05,3396.0,2210701.0,104166.0
6.0,263073.0,51874.0,555788.0,46316.0,0.02,2890.0,1852628.0,1230851.0
7.0,159675.0,31485.0,337342.0,28112.0,0.04,2929.0,1124475.0,287136.0
8.0,411144.0,81071.0,868614.0,72385.0,0.01,3768.0,2895381.0,2570494.0
9.0,235124.0,46362.0,496740.0,41395.0,0.01,2406.0,1655800.0,818259.0
10.0,334253.0,65909.0,706167.0,58847.0,0.02,2928.0,2353891.0,1080255.0
11.0,196378.0,38722.0,414884.0,34574.0,0.04,3222.0,1382945.0,246099.0
12.0,160821.0,31711.0,339762.0,28314.0,0.01,2175.0,1132541.0,849980.0
1.0,241378.0,47596.0,509954.0,42496.0,0.04,2677.0,1699848.0,243522.0
2.0,186207.0,36717.0,393394.0,32783.0,0.03,3386.0,1311315.0,315569.0
3.0,376514.0,74242.0,795452.0,66288.0,0.02,3245.0,2651507.0,1540732.0
4.0,336744.0,66400.0,711431.0,59286.0,0.05,2704.0,2371437.0,78376.0
5.0,284611.0,56120.0,601290.0,50108.0,0.02,4661.0,2004301.0,1484662.0
6.0,157369.0,31031.0,332470.0,27706.0,0.02,3569.0,1108234.0,879986.0
7.0,374655.0,73876.0,791525.0,65960.0,0.03,4536.0,2638418.0,1635207.0
8.0,302169.0,59583.0,638384.0,53199.0,0.05,2133.0,2127948.0,127686.0
9.0,226526.0,44667.0,478575.0,39881.0,0.02,4902.0,1595251.0,903019.0
10.0,353239.0,69653.0,746280.0,62190.0,0.05,2783.0,2487600.0,80816.0
11.0,236325.0,46599.0,499278.0,41607.0,0.03,4490.0,1664261.0,674372.0
12.0,358449.0,70680.0,757286.0,63107.0,0.02,4623.0,2524288.0,2004245.0
1.0,374395.0,73824.0,790975.0,65915.0,0.04,4970.0,2636584.0,472650.0
2.0,280748.0,55359.0,593129.0,49427.0,0.04,2956.0,1977098.0,479683.0
3.0,158668.0,31287.0,335215.0,27935.0,0.05,2634.0,1117383.0,55657.0
4.0,147670.0,29118.0,311980.0,25998.0,0.03,3564.0,1039932.0,544622.0
5.0,285968.0,56388.0,604158.0,50346.0,0.03,3010.0,2013860.0,841218.0
6.0,350907.0,69193.0,741353.0,61779.0,0.04,3149.0,2471176.0,694795.0
7.0,157152.0,30988.0,332011.0,27668.0,0.04,2421.0,1106703.0,306610.0
8.0,305734.0,60286.0,645917.0,53826.0,0.03,2024.0,2153058.0,941700.0
9.0,357489.0,70491.0,755259.0,62938.0,0.05,2507.0,2517530.0,112123.0
10.0,308859.0,60902.0,652520.0,54377.0,0.04,4593.0,2175066.0,682926.0
11.0,352155.0,69439.0,743990.0,61999.0,0.03,4524.0,2479966.0,1185390.0
12.0,142815.0,28161.0,301721.0,25143.0,0.04,4455.0,1005738.0,300288.0
1.0,353614.0,69727.0,747073.0,62256.0,0.03,3733.0,2490242.0,614098.0
2.0,406654.0,80185.0,859129.0,71594.0,0.02,3582.0,2863763.0,2124862.0
3.0,167024.0,32934.0,352868.0,29406.0,0.02,4189.0,1176227.0,617207.0
4.0,145770.0,28743.0,307964.0,25664.0,0.02,4428.0,1026547.0,408815.0
5.0,148094.0,29202.0,312875.0,26073.0,0.04,2370.0,1042918.0,301117.0
6.0,382261.0,75375.0,807595.0,67300.0,0.02,3522.0,2691982.0,1740371.0
7.0,367157.0,72397.0,775683.0,64640.0,0.02,2261.0,2585611.0,1450776.0
8.0,336784.0,66408.0,711515.0,59293.0,0.04,4467.0,2371717.0,733299.0
9.0,166579.0,32847.0,351928.0,29327.0,0.03,2713.0,1173093.0,561019.0
10.0,217741.0,42935.0,460015.0,38335.0,0.04,3935.0,1533384.0,366029.0
11.0,394442.0,77777.0,833329.0,69444.0,0.02,2897.0,2777764.0,1178773.0
12.0,232792.0,45903.0,491815.0,40985.0,0.03,3711.0,1639383.0,785052.0
1.0,188314.0,37132.0,397846.0,33154.0,0.01,2164.0,1326153.0,864975.0
2.0,311641.0,61450.0,658396.0,54866.0,0.02,2306.0,2194652.0,673436.0
3.0,346260.0,68277.0,731536.0,60961.0,0.01,2937.0,2438453.0,1353506.0
4.0,362632.0,71505.0,766124.0,63844.0,0.05,3439.0,2553745.0,76886.0
5.0,319963.0,63091.0,675978.0,56331.0,0.03,3594.0,2253259.0,1048083.0
6.0,168323.0,33190.0,355612.0,29634.0,0.04,2625.0,1185373.0,252181.0
7.0,422379.0,83286.0,892351.0,74363.0,0.04,2869.0,2974503.0,774697.0
8.0,209471.0,41304.0,442545.0,36879.0,0.02,2962.0,1475149.0,897489.0
9.0,257576.0,50790.0,544174.0,45348.0,0.02,4206.0,1813913.0,1409298.0
10.0,144888.0,28570.0,306102.0,25508.0,0.03,3981.0,1020340.0,272329.0
11.0,203689.0,40164.0,430329.0,35861.0,0.05,3611.0,1434431.0,51311.0
12.0,317892.0,62683.0,671602.0,55967.0,0.03,3364.0,2238674.0,1042890.0
1.0,402963.0,79458.0,851331.0,70944.0,0.01,2012.0,2837770.0,2271075.0
2.0,390935.0,77086.0,825920.0,68827.0,0.02,4016.0,2753066.0,1730453.0
3.0,351625.0,69334.0,742870.0,61906.0,0.01,2380.0,2476232.0,1480484.0
4.0,282379.0,55680.0,596574.0,49715.0,0.03,4064.0,1988581.0,799905.0
5.0,417920.0,82407.0,882929.0,73577.0,0.02,2109.0,2943097.0,1608987.0
6.0,282655.0,55735.0,597158.0,49763.0,0.02,4963.0,1990525.0,1649552.0
7.0,347909.0,68602.0,735018.0,61252.0,0.04,2676.0,2450060.0,697829.0
8.0,242570.0,47831.0,512472.0,42706.0,0.04,4802.0,1708240.0,570352.0
9.0,259427.0,51155.0,548086.0,45674.0,0.05,4265.0,1826953.0,105014.0
10.0,355367.0,70072.0,750775.0,62565.0,0.03,3243.0,2502584.0,1022378.0
11.0,212688.0,41938.0,449341.0,37445.0,0.02,2853.0,1497803.0,783592.0
12.0,247385.0,48780.0,522644.0,43554.0,0.04,4279.0,1742147.0,593815.0
1.0,174682.0,34444.0,369046.0,30754.0,0.03,2771.0,1230153.0,502792.0
2.0,230681.0,45486.0,487353.0,40613.0,0.02,2222.0,1624511.0,954081.0
3.0,328692.0,64813.0,694420.0,57868.0,0.03,3389.0,2314735.0,954353.0
4.0,201395.0,39712.0,425482.0,35457.0,0.02,3613.0,1418274.0,617501.0
5.0,228485.0,45053.0,482716.0,40226.0,0.02,3381.0,1609052.0,1296354.0
6.0,287836.0,56756.0,608103.0,50675.0,0.03,3404.0,2027011.0,883082.0
7.0,247705.0,48843.0,523321.0,43610.0,0.02,4508.0,1744402.0,1385249.0
8.0,307212.0,60577.0,649039.0,54087.0,0.01,4825.0,2163463.0,2163463.0
9.0,145603.0,28710.0,307611.0,25634.0,0.04,3338.0,1025370.0,166548.0
10.0,408247.0,80499.0,862493.0,71874.0,0.05,3869.0,2874976.0,155415.0
11.0,408675.0,80584.0,863397.0,71950.0,0.02,2558.0,2877990.0,1040238.0
12.0,162702.0,32082.0,343736.0,28645.0,0.04,4415.0,1145786.0,394735.0
1.0,373875.0,73722.0,789878.0,65823.0,0.02,4379.0,2632925.0,1959123.0
2.0,165553.0,32644.0,349761.0,29147.0,0.04,3730.0,1165869.0,181786.0
3.0,255053.0,50292.0,538845.0,44904.0,0.04,2191.0,1796150.0,256450.0
4.0,403531.0,79569.0,852530.0,71044.0,0.03,4208.0,2841766.0,1126259.0
5.0,273457.0,53921.0,577726.0,48144.0,0.02,2720.0,1925755.0,1510201.0
6.0,156488.0,30857.0,330608.0,27551.0,0.03,2966.0,1102027.0,610674.0
7.0,242564.0,47829.0,512459.0,42705.0,0.03,4577.0,1708196.0,1007880.0
8.0,410616.0,80967.0,867498.0,72292.0,0.03,3321.0,2891661.0,1247521.0
9.0,264552.0,52165.0,558914.0,46576.0,0.04,3207.0,1863045.0,296785.0
10.0,333632.0,65787.0,704856.0,58738.0,0.03,2648.0,2349520.0,991185.0
11.0,366688.0,72305.0,774693.0,64558.0,0.03,4078.0,2582309.0,1064775.0
12.0,215812.0,42555.0,455942.0,37995.0,0.01,2505.0,1519806.0,1175450.0
1.0,270556.0,53349.0,571598.0,47633.0,0.04,4383.0,1905325.0,551251.0
2.0,255147.0,50311.0,539042.0,44920.0,0.04,4384.0,1796808.0,385443.0
3.0,216598.0,42709.0,457601.0,38133.0,0.02,4597.0,1525336.0,640075.0
4.0,296274.0,58420.0,625932.0,52161.0,0.04,2823.0,2086439.0,554801.0
5.0,354451.0,69892.0,748839.0,62403.0,0.02,2738.0,2496131.0,1393547.0
6.0,326791.0,64438.0,690404.0,57534.0,0.02,3770.0,2301346.0,1756088.0
7.0,166079.0,32748.0,350871.0,29239.0,0.03,4410.0,1169570.0,544142.0
8.0,200490.0,39533.0,423571.0,35298.0,0.02,4260.0,1411902.0,1043860.0
9.0,408591.0,80567.0,863220.0,71935.0,0.03,3088.0,2877399.0,1313600.0
10.0,298286.0,58817.0,630182.0,52515.0,0.04,3771.0,2100605.0,529427.0
11.0,330111.0,65092.0,697417.0,58118.0,0.04,4835.0,2324724.0,736769.0
12.0,219562.0,43294.0,463863.0,38655.0,0.04,3241.0,1546209.0,379284.0
1.0,265017.0,52257.0,559894.0,46658.0,0.04,3254.0,1866315.0,301939.0
2.0,400176.0,78908.0,845442.0,70453.0,0.03,3265.0,2818139.0,1432515.0
3.0,172616.0,34037.0,364682.0,30390.0,0.01,2872.0,1215606.0,806297.0
4.0,362810.0,71540.0,766500.0,63875.0,0.03,4273.0,2555000.0,909763.0
5.0,379388.0,74809.0,801525.0,66794.0,0.03,2403.0,2671749.0,1132177.0
6.0,217939.0,42974.0,460435.0,38370.0,0.01,2809.0,1534782.0,1254002.0
7.0,263877.0,52032.0,557487.0,46457.0,0.04,4537.0,1858290.0,636713.0
8.0,268032.0,52851.0,566266.0,47189.0,0.03,3731.0,1887552.0,818368.0
9.0,241559.0,47631.0,510336.0,42528.0,0.03,4415.0,1701120.0,742320.0
10.0,207755.0,40966.0,438919.0,36577.0,0.02,2516.0,1463063.0,765471.0
11.0,324301.0,63947.0,685142.0,57095.0,0.03,3641.0,2283807.0,1063694.0
12.0,185485.0,36575.0,391870.0,32656.0,0.02,2420.0,1306235.0,797487.0
1.0,190179.0,37500.0,401787.0,33482.0,0.04,2171.0,1339290.0,270336.0
2.0,375321.0,74007.0,792931.0,66078.0,0.04,2862.0,2643103.0,689480.0
3.0,172572.0,34028.0,364590.0,30382.0,0.03,4851.0,1215299.0,646759.0
4.0,358539.0,70698.0,757478.0,63123.0,0.03,2795.0,2524926.0,1248361.0
5.0,418540.0,82529.0,884239.0,73687.0,0.04,3701.0,2947462.0,951864.0
6.0,331713.0,65408.0,700803.0,58400.0,0.04,2268.0,2336010.0,654397.0
7.0,399105.0,78697.0,843179.0,70265.0,0.04,2484.0,2810596.0,783559.0
8.0,282759.0,55755.0,597379.0,49782.0,0.04,4541.0,1991264.0,547315.0
9.0,405176.0,79894.0,856006.0,71334.0,0.03,4215.0,2853354.0,1384269.0
10.0,253722.0,50030.0,536032.0,44669.0,0.02,2928.0,1786775.0,836711.0
11.0,418595.0,82540.0,884355.0,73696.0,0.03,4234.0,2947851.0,1514341.0
12.0,146845.0,28955.0,310237.0,25853.0,0.02,2785.0,1034123.0,669855.0
1.0,345955.0,68217.0,730892.0,60908.0,0.05,3933.0,2436305.0,75543.0
2.0,252005.0,49691.0,532405.0,44367.0,0.02,4599.0,1774683.0,734302.0
3.0,190824.0,37627.0,403148.0,33596.0,0.01,2733.0,1343828.0,1215037.0
4.0,419979.0,82813.0,887279.0,73940.0,0.04,2657.0,2957596.0,444635.0
5.0,161730.0,31890.0,341683.0,28474.0,0.03,3335.0,1138942.0,572524.0
6.0,211807.0,41765.0,447480.0,37290.0,0.05,4401.0,1491600.0,97021.0
7.0,155444.0,30651.0,328402.0,27367.0,0.05,2964.0,1094674.0,58354.0
8.0,195492.0,38548.0,413012.0,34418.0,0.04,3964.0,1376705.0,358906.0
9.0,365064.0,71984.0,771262.0,64272.0,0.05,4906.0,2570873.0,99508.0
10.0,239691.0,47263.0,506389.0,42199.0,0.02,2618.0,1687964.0,836466.0
11.0,272588.0,53750.0,575889.0,47991.0,0.02,3356.0,1919631.0,891957.0
12.0,158076.0,31170.0,333964.0,27830.0,0.02,3029.0,1113214.0,640452.0
1.0,261496.0,51563.0,552455.0,46038.0,0.02,2599.0,1841518.0,975281.0
2.0,220420.0,43463.0,465677.0,38806.0,0.02,3732.0,1552256.0,627093.0
3.0,413940.0,81622.0,874520.0,72877.0,0.02,4626.0,2915067.0,2165221.0
4.0,375865.0,74114.0,794081.0,66173.0,0.03,3463.0,2646937.0,681031.0
5.0,218988.0,43181.0,462651.0,38554.0,0.05,4180.0,1542171.0,85799.0
6.0,383169.0,75554.0,809511.0,67459.0,0.02,3574.0,2698370.0,1981214.0
7.0,374531.0,73851.0,791263.0,65939.0,0.04,2069.0,2637542.0,747643.0
8.0,425153.0,83833.0,898211.0,74851.0,0.04,4976.0,2994036.0,842337.0
9.0,229537.0,45261.0,484938.0,40412.0,0.03,4938.0,1616461.0,699375.0
10.0,300773.0,59307.0,635436.0,52953.0,0.03,4553.0,2118121.0,1128581.0
11.0,178802.0,35257.0,377750.0,31479.0,0.03,2248.0,1259166.0,519364.0
12.0,232424.0,45830.0,491036.0,40920.0,0.01,3161.0,1636786.0,1636786.0
1.0,299549.0,59066.0,632850.0,52738.0,0.04,2831.0,2109500.0,538322.0
2.0,148531.0,29288.0,313798.0,26150.0,0.02,4196.0,1045992.0,756807.0
3.0,187230.0,36919.0,395557.0,32963.0,0.02,2374.0,1318524.0,575334.0
4.0,325111.0,64106.0,686854.0,57238.0,0.05,4074.0,2289513.0,114017.0
5.0,340732.0,67187.0,719857.0,59988.0,0.01,3268.0,2399522.0,1887394.0
6.0,420473.0,82910.0,888324.0,74027.0,0.02,4924.0,2961079.0,2074389.0
7.0,400476.0,78967.0,846076.0,70506.0,0.03,3728.0,2820255.0,1419517.0
8.0,270143.0,53268.0,570725.0,47560.0,0.04,3318.0,1902416.0,477883.0
9.0,309656.0,61059.0,654204.0,54517.0,0.01,3555.0,2180679.0,1976673.0
10.0,313357.0,61789.0,662021.0,55168.0,0.01,4580.0,2206736.0,1683945.0
11.0,219853.0,43351.0,464479.0,38707.0,0.03,2607.0,1548263.0,376436.0
12.0,363286.0,71634.0,767506.0,63959.0,0.05,3347.0,2558353.0,122919.0
1.0,397982.0,78475.0,840806.0,70067.0,0.04,3798.0,2802687.0,708780.0
2.0,310035.0,61134.0,655004.0,54584.0,0.04,3117.0,2183348.0,391264.0
3.0,226416.0,44645.0,478344.0,39862.0,0.02,3331.0,1594479.0,1044719.0
4.0,187222.0,36917.0,395540.0,32962.0,0.02,4119.0,1318465.0,1004583.0
5.0,314272.0,61969.0,663955.0,55330.0,0.05,3748.0,2213184.0,106559.0
6.0,272191.0,53671.0,575052.0,47921.0,0.03,4480.0,1916839.0,1058043.0
7.0,415468.0,81923.0,877749.0,73146.0,0.05,3906.0,2925829.0,201183.0
8.0,164281.0,32394.0,347073.0,28923.0,0.05,4838.0,1156911.0,70801.0
9.0,391044.0,77107.0,826148.0,68846.0,0.02,4680.0,2753828.0,1097132.0
10.0,192786.0,38014.0,407295.0,33941.0,0.05,2407.0,1357651.0,60033.0
11.0,419956.0,82808.0,887230.0,73936.0,0.03,4459.0,2957435.0,1361648.0
12.0,246127.0,48532.0,519986.0,43332.0,0.02,2955.0,1733288.0,1125892.0
1.0,297243.0,58611.0,627979.0,52332.0,0.05,4979.0,2093264.0,68489.0
2.0,207908.0,40996.0,439242.0,36603.0,0.02,3115.0,1464139.0,764456.0
3.0,390198.0,76941.0,824363.0,68697.0,0.02,2869.0,2747876.0,1705500.0
4.0,195344.0,38519.0,412699.0,34392.0,0.04,3372.0,1375662.0,283350.0
5.0,346162.0,68257.0,731328.0,60944.0,0.03,3101.0,2437759.0,1199948.0
6.0,205477.0,40517.0,434106.0,36175.0,0.02,3412.0,1447019.0,1065560.0
7.0,401635.0,79196.0,848524.0,70710.0,0.02,2078.0,2828415.0,2105278.0
8.0,168434.0,33212.0,355846.0,29654.0,0.04,3133.0,1186155.0,341945.0
9.0,162463.0,32035.0,343232.0,28603.0,0.04,4592.0,1144108.0,241687.0
10.0,155144.0,30592.0,327768.0,27314.0,0.01,3086.0,1092561.0,720513.0
11.0,303188.0,59783.0,640537.0,53378.0,0.04,3862.0,2135124.0,567196.0
12.0,170573.0,33634.0,360364.0,30030.0,0.01,3452.0,1201215.0,1027466.0
1.0,270988.0,53434.0,572509.0,47709.0,0.02,2141.0,1908364.0,636801.0
2.0,170532.0,33626.0,360279.0,30023.0,0.03,4503.0,1200931.0,507479.0
3.0,158196.0,31194.0,334218.0,27851.0,0.01,3520.0,1114059.0,668101.0
4.0,229051.0,45165.0,483911.0,40326.0,0.03,3823.0,1613037.0,619433.0
5.0,419035.0,82627.0,885285.0,73774.0,0.03,3382.0,2950950.0,1489557.0
6.0,361788.0,71338.0,764340.0,63695.0,0.01,3903.0,2547800.0,2547800.0
7.0,181794.0,35847.0,384073.0,32006.0,0.04,4332.0,1280242.0,348461.0
8.0,347207.0,68463.0,733536.0,61128.0,0.05,2225.0,2445119.0,115591.0
9.0,306714.0,60479.0,647987.0,53999.0,0.02,2119.0,2159957.0,1197187.0
10.0,192201.0,37899.0,406059.0,33838.0,0.04,3516.0,1353529.0,327021.0
11.0,425347.0,83871.0,898621.0,74885.0,0.04,4778.0,2995404.0,568680.0
12.0,388400.0,76586.0,820563.0,68380.0,0.02,3232.0,2735209.0,2187670.0
1.0,243939.0,48101.0,515365.0,42947.0,0.02,4464.0,1717883.0,686087.0
2.0,266378.0,52525.0,562771.0,46898.0,0.03,2569.0,1875902.0,855276.0
3.0,394436.0,77776.0,833315.0,69443.0,0.03,2248.0,2777718.0,1045672.0
4.0,142140.0,28028.0,300295.0,25025.0,0.05,3898.0,1000983.0,40584.0
5.0,256240.0,50526.0,541352.0,45113.0,0.04,3376.0,1804505.0,503057.0
6.0,161951.0,31934.0,342149.0,28512.0,0.03,2492.0,1140497.0,461021.0
7.0,189037.0,37275.0,399374.0,33281.0,0.05,4957.0,1331245.0,97320.0
8.0,196939.0,38833.0,416068.0,34672.0,0.04,2883.0,1386893.0,328279.0
9.0,385885.0,76090.0,815251.0,67938.0,0.04,2475.0,2717503.0,513560.0
10.0,347853.0,68591.0,734901.0,61242.0,0.05,3018.0,2449670.0,135517.0
11.0,240318.0,47387.0,507713.0,42309.0,0.02,4759.0,1692377.0,1172919.0
12.0,356004.0,70198.0,752120.0,62677.0,0.02,2038.0,2507068.0,1445376.0
1.0,274320.0,54091.0,579548.0,48296.0,0.03,2844.0,1931828.0,818669.0
2.0,263804.0,52018.0,557333.0,46444.0,0.01,2165.0,1857776.0,1187173.0
3.0,293483.0,57870.0,620035.0,51670.0,0.01,4952.0,2066783.0,1203366.0
4.0,266186.0,52487.0,562365.0,46864.0,0.02,3800.0,1874550.0,1167365.0
5.0,295208.0,58210.0,623678.0,51973.0,0.03,4933.0,2078928.0,938675.0
6.0,279283.0,55070.0,590035.0,49170.0,0.02,2066.0,1966782.0,1426791.0
7.0,404415.0,79744.0,854398.0,71200.0,0.03,2721.0,2847994.0,1103835.0
8.0,144982.0,28588.0,306301.0,25525.0,0.04,2035.0,1021003.0,267597.0
9.0,268711.0,52985.0,567698.0,47308.0,0.04,4293.0,1892328.0,296788.0
10.0,241441.0,47608.0,510086.0,42507.0,0.05,2879.0,1700288.0,93796.0
11.0,408320.0,80514.0,862647.0,71887.0,0.02,3386.0,2875491.0,1737241.0
12.0,143506.0,28297.0,303182.0,25265.0,0.03,2493.0,1010606.0,426938.0
1.0,249153.0,49129.0,526380.0,43865.0,0.01,3214.0,1754601.0,1061109.0
2.0,248670.0,49034.0,525359.0,43780.0,0.03,2548.0,1751198.0,546487.0
3.0,333244.0,65710.0,704038.0,58670.0,0.01,4907.0,2346792.0,1209685.0
